Test	Size	Trials	Min [s]	Lower [s]	Median [s]	Upper [s]	Max [s]	L1 mis	L2 mis	Branch mis	TLB mis	Instructions	Comparisons
comps_bs	1	5	0.100000	0.100000	0.100000	0.100000	0.100000	625343	18412	4959025	0	0	1.540731
comps_bs	2	5	0.118000	0.118000	0.118000	0.118000	0.132000	625371	19070	4624471	0	0	2.617498
comps_bs	4	5	0.160000	0.160000	0.160000	0.160000	0.160000	625454	22293	7685413	0	0	3.265368
comps_bs	8	5	0.225000	0.225000	0.225000	0.225000	0.225000	625524	28132	14413913	0	0	4.631172
comps_bs	16	5	0.333000	0.333000	0.333000	0.334000	0.341000	625520	36451	26162918	0	0	6.195411
comps_bs	32	5	0.393000	0.394000	0.394000	0.394000	0.404000	625585	38863	31287973	0	0	7.178669
comps_bs	64	5	0.504000	0.505000	0.506000	0.506000	0.518000	626267	48337	43934063	0	0	8.923508
comps_bs	128	5	0.582000	0.584000	0.584000	0.586000	0.586000	626253	52176	50541803	0	0	10.675237
comps_bs	256	5	0.658000	0.658000	0.659000	0.659000	0.664000	626977	59656	57070631	0	0	12.051153
comps_bs	512	5	0.727000	0.727000	0.727000	0.727000	0.736000	627389	62644	62256613	0	0	13.535671
comps_bs	1024	5	0.802000	0.803000	0.804000	0.804000	0.813000	636762	72897	68396323	0	0	14.989588
comps_bs	2048	5	0.887000	0.907000	0.911000	0.917000	0.928000	698983	99454	74021051	0	0	16.459149
comps_bs	4096	5	0.955000	0.972000	0.981000	0.996000	1.026000	1342271	92654	78613620	0	0	17.962818
comps_bs	8192	5	1.028000	1.034000	1.043000	1.043000	1.043000	6023753	79926	84083209	0	0	19.483999
comps_bs	16384	5	1.125000	1.144000	1.150000	1.151000	1.170000	53958688	138489	89396154	0	0	20.996845
comps_bs	32768	5	1.223000	1.224000	1.224000	1.226000	1.229000	93618047	167441	94879415	0	0	22.496417
comps_bs	65536	5	1.390000	1.391000	1.391000	1.391000	1.394000	133215970	20184700	104657178	0	0	23.982342
comps_bs	131072	5	1.723000	1.724000	1.724000	1.724000	1.724000	202049637	89882920	118931353	0	0	25.495920
comps_bs	262144	5	2.059000	2.060000	2.061000	2.069000	2.070000	297470106	212672768	127458776	0	0	26.988293
comps_bs	524288	5	2.271000	2.272000	2.272000	2.272000	2.273000	335478276	255967472	131679173	0	0	28.504505
comps_bs	1048576	5	2.694000	2.699000	2.701000	2.713000	2.736000	425620674	392414575	136624539	0	0	30.003167
comps_bs	2097152	5	5.340000	5.341000	5.344000	5.349000	5.349000	459714003	392955657	171048921	0	0	31.500209
comps_bs	4194304	5	8.637000	8.639000	8.644000	8.647000	8.650000	556141551	532796908	187342105	0	0	32.998999
comps_bs	8388608	5	10.832000	10.847000	10.856000	10.857000	10.870000	614373513	593685236	192198530	0	0	34.497901
comps_bs	16777216	5	12.918000	12.923000	12.942000	13.062000	13.077000	663349768	647874794	199209958	0	0	35.996335
comps_bs	33554432	5	14.909000	14.914000	14.931000	14.945000	15.000000	707600845	691735881	208661487	0	0	37.491420
